domain,platform_name,stack_family,framework_raw,online_status,tld,whois_reg_date,ssl_not_before,hosting_asn,ip_country,has_privacy,telegram,qq,operator_id,operator_domains,discovery_round,verdict,signal_tier,in_discovery,in_monitor,in_enriched,observed_hosts
longshang.pro,LONGSHANG 龍殤,one-api-family,new-api/one-api系,,pro,,,,,,,,longshang.pro,1,round4,confirmed,A_api_status,Y,,,longshang.pro
loopllama.ai,,one-api-family,one-api,,ai,,,,,,,,loopllama.ai,1,round14,confirmed,C_framework+content,Y,,,loopllama.ai
loptu.net,垂耳兔,one-api-family,"Nginx, React, NewAPI",ONLINE,net,2025-12-22,,AS906 DMIT Cloud Services,United States,无,,,loptu.net,1,,,,,Y,Y,loptu.net
loyal-agent.ai,Loyal,one-api-family,new-api/one-api系,,ai,,,,,,,,loyal-agent.ai,1,round14,confirmed,A_api_status,Y,,,loyal-agent.ai
ltcraft.cn,LTCraft AI,one-api-family,new-api/one-api系,,cn,,,,,,,,ltcraft.cn,1,round15,confirmed,A_api_status,Y,,,ai.ltcraft.cn
luccc.uk,Luccc API,one-api-family,new-api/one-api系,ONLINE,uk,2026-04-28,,"AS13335 Cloudflare, Inc.",Canada,无,,,luccc.uk,1,round16,confirmed,A_api_status,Y,Y,Y,api.luccc.uk
lucen.cc,lucen,unlabeled,"Cloudflare, Vue",ONLINE,cc,2023-09-06,,"AS13335 Cloudflare, Inc.",Canada,有,,,lucen.cc,1,,,,,Y,Y,lucen.cc
luchikey.com,luchikey,sub2api,sub2api,ONLINE,com,2026-05-14,,AS214996 netcup GmbH,United States,无,,,luchikey.com,1,round16,confirmed,C_framework+content,Y,Y,Y,sub2api.luchikey.com
luckyapi.chat,Lucky Code,one-api-family,new-api/one-api系,,chat,,,,,,,,luckyapi.chat,1,round9,confirmed,A_api_status,Y,,,cn.luckyapi.chat
lulurouter.com,LuLuRouter,one-api-family,new-api/one-api系,ONLINE,com,2026-05-29,,"AS45102 Alibaba (US) Technology Co., Ltd.",Hong Kong,无,,,lulurouter.com,1,round1,confirmed,A_api_status,Y,Y,Y,lulurouter.com
lumibest.cc,Lumi,one-api-family,new-api/one-api系,,cc,,,,,,,,lumibest.cc,1,round4,confirmed,A_api_status,Y,,,lumibest.cc
luminai.cc,LuminAi,one-api-family,new-api/one-api系,ONLINE,cc,2026-04-05,,"AS13335 Cloudflare, Inc.",Canada,无,,,luminai.cc,1,round16,confirmed,A_api_status,Y,Y,Y,ai.luminai.cc
lxtech.icu,LXAPI,one-api-family,new-api/one-api系,,icu,,,,,,,,lxtech.icu,1,round6,confirmed,A_api_status,Y,,,lxtech.icu
lyjxka.top,午夜API,one-api-family,new-api/one-api系,,top,,,,,,,,lyjxka.top,1,round11,confirmed,A_api_status,Y,,,api.lyjxka.top
magic666.top,即刻AI - 即刻拥抱最新AI技术,one-api-family,new-api/one-api系,,top,,,,,,,,magic666.top,1,round4,confirmed,A_api_status,Y,,,magic666.top
manbouapi.com,曼波API,unlabeled,,ONLINE,com,2026-01-29,,,,无,,,manbouapi.com,1,,,,,Y,Y,manbouapi.com
maoleio.cn,Maoleio API,one-api-family,new-api/one-api系,,cn,,,,,,,,maoleio.cn,1,round1,confirmed,A_api_status,Y,,,api.maoleio.cn
maoyulin.xyz,猫羽雫API,one-api-family,new-api/one-api系,,xyz,,,,,,,,maoyulin.xyz,1,round11,confirmed,A_api_status,Y,,,maoyulin.xyz
marting.pro,词元,one-api-family,new-api/one-api系,,pro,,,,,,,,marting.pro,1,round6,confirmed,A_api_status,Y,,,marting.pro
maryandthedot.com,New API,one-api-family,new-api/one-api系,,com,,,,,,,,maryandthedot.com,1,round6,confirmed,A_api_status,Y,,,maryandthedot.com
maton.ai,,openai-compatible-unknown,openai_compatible_unknown,,ai,,,,,,,,maton.ai,1,round17,confirmed,B_v1_models,Y,,,ctrl.maton.ai
maya.today,BMCCA,unlabeled,"Cloudflare, Vue",ONLINE,today,,,"AS13335 Cloudflare, Inc.",Canada,有,,,maya.today,1,,,,,Y,Y,cca.maya.today
mdbox.ai,,one-api-family,one-api,,ai,,,,,,,,mdbox.ai,1,round14,confirmed,C_framework+content,Y,,,mdbox.ai
meeyo.org,悠米API,one-api-family,new-api,ONLINE,org,2026-03-17,,AS21859 Zenlayer Inc,Japan,无,,,meeyo.org,1,round1,confirmed,C_framework+content,Y,Y,Y,meeyo.org
megallm.io,,one-api-family,one-api,,io,,,,,,,,megallm.io,1,round2,confirmed,C_framework+content,Y,,,megallm.io
mentoe.com,Mentoe,unlabeled,,DNS_FAIL,com,2026-05-04,,,,无,,,mentoe.com,1,,,,,Y,Y,mentoe.com
metachat.work,MetaChat元语,unlabeled,未识别,ONLINE,work,2023-10-20,,"AS16509 Amazon.com, Inc.",United States,无,,,metachat.work,1,,,,,Y,Y,www.metachat.work
metoken.ai,MeToken AI,one-api-family,new-api/one-api系,,ai,,,,,,,,metoken.ai,1,round14,confirmed,A_api_status,Y,,,metoken.ai
mfate.cn,dd.mfate.cn,unlabeled,"Nginx, React",ONLINE,cn,2026-04-02,,AS45090 Shenzhen Tencent Computer Systems Company Limited,China,有,,,mfate.cn,1,,,,,Y,Y,dd.mfate.cn
micuapi.ai,米醋API,one-api-family,new-api/one-api系,ONLINE,ai,2026-05-07,,"AS13335 Cloudflare, Inc.",Canada,无,,,micuapi.ai,1,round2,confirmed,A_api_status,Y,Y,Y,micuapi.ai;www.micuapi.ai
mikucode.xyz,MIKUCODE,one-api-family,new-api/one-api系,,xyz,,,,,,,,mikucode.xyz,1,round4,confirmed,A_api_status,Y,,,mikucode.xyz
minitoken.top,云算 API,one-api-family,new-api/one-api系,ONLINE,top,2026-04-19,,AS16276 OVH SAS,United States,无,,,minitoken.top,1,round16,confirmed,A_api_status,Y,Y,Y,minitoken.top
mitchll.com,Mitchll  API,one-api-family,new-api/one-api系,,com,,,,,,,,mitchll.com,1,round11,confirmed,A_api_status,Y,,,api.mitchll.com
mkeai.com,MKEAI_AI中转站,one-api-family,new-api/one-api系,,com,,,,,,,,mkeai.com,1,round2,confirmed,A_api_status,Y,,,api.mkeai.com
mmaqq.top,银河AI,one-api-family,new-api/one-api系,,top,,,,,,,,mmaqq.top,1,round6,confirmed,A_api_status,Y,,,mmaqq.top
mmw.ink,妙妙屋APIMMW,unlabeled,未识别,ONLINE,ink,2024-01-20,,"AS146817 Hubei Feixun Network Co., Ltd",China,有,,,mmw.ink,1,,,,,Y,Y,web.mmw.ink
mnapi.com,MN API,one-api-family,new-api/one-api系,CLOUDFLARE_OR_BLOCKED,com,2025-01-17,,"AS13335 Cloudflare, Inc.",Canada,无,,,mnapi.com,1,round2,confirmed,A_api_status,Y,Y,Y,api.mnapi.com;mnapi.com;www.mnapi.com
moark.ai,MoArk AI,openai-compatible-unknown,openai_compatible_unknown,,ai,,,,,,,,moark.ai,1,round17,confirmed,B_v1_models,Y,,,moark.ai
modcon.top,ModCon,unlabeled,Cloudflare,CLOUDFLARE_OR_BLOCKED,top,2026-05-17,,"AS13335 Cloudflare, Inc.",Canada,无,,"1206320059, 976235975",modcon.top,1,,,,,Y,Y,modcon.top
model-port.xyz,NovaMesh AI,one-api-family,new-api/one-api系,,xyz,,,,,,,,model-port.xyz,1,round10,confirmed,A_api_status,Y,,,panel.model-port.xyz
modelapi.co,Model API,one-api-family,new-api/one-api系,,co,,,,,,,,modelapi.co,1,round12,confirmed,A_api_status,Y,,,modelapi.co
modelbeat.ai,,one-api-family,one-api,,ai,,,,,,,,modelbeat.ai,1,round14,confirmed,C_framework+content,Y,,,modelbeat.ai
modelcode.one,modelcode,one-api-family,new-api/one-api系,,one,,,,,,,,modelcode.one,1,round5,confirmed,A_api_status,Y,,,modelcode.one
modelpier.ai,New API,one-api-family,new-api/one-api系,,ai,,,,,,,,modelpier.ai,1,round14,confirmed,A_api_status,Y,,,modelpier.ai
modernmt.com,,one-api-family,new-api,,com,,,,,,,,modernmt.com,1,round8,confirmed,C_framework+content,Y,,,modernmt.com;www.modernmt.com
mofas.one,魔方公益站,one-api-family,new-api/one-api系,,one,,,,,,,,mofas.one,1,round13,confirmed,A_api_status,Y,,,mofas.one;www.mofas.one
moleapi.com,MoleAPI,one-api-family,new-api/one-api系,,com,,,,,,,,moleapi.com,1,round7,confirmed,A_api_status,Y,,,home.moleapi.com
mondon.ai,,one-api-family,one-api,,ai,,,,,,,,mondon.ai,1,round14,confirmed,C_framework+content,Y,,,mondon.ai
mongodb.org,,one-api-family,one-api,,org,,,,,,,,mongodb.org,1,round6,confirmed,C_framework+content,Y,,,blog.mongodb.org
monking.ai,MonkingAI,one-api-family,new-api/one-api系,,ai,,,,,,,,monking.ai,1,round1,confirmed,A_api_status,Y,,,monking.ai;www.monking.ai
mooko.ai,木瓜AI-大模型中转平台,one-api-family,new-api/one-api系,,ai,,,,,,,,mooko.ai,1,round10,confirmed,A_api_status,Y,,,api.mooko.ai
morphllm.com,,one-api-family,one-api,,com,,,,,,,,morphllm.com,1,round6,confirmed,C_framework+content,Y,,,morphllm.com;www.morphllm.com
mosshubs.com,Global Model API Transfer Station,one-api-family,new-api/one-api系,,com,,,,,,,,mosshubs.com,1,round1,confirmed,A_api_status,Y,,,api.mosshubs.com
moyuu.cc,Moyuu AI,one-api-family,new-api/one-api系,,cc,,,,,,,,moyuu.cc,1,round4,confirmed,A_api_status,Y,,,moyuu.cc
muskapi.cc,MuskAI,unlabeled,"Cloudflare, Vue",ONLINE,cc,2026-03-01,,"AS13335 Cloudflare, Inc.",Canada,有,t.me/muskapi,,muskapi.cc,1,,,,,Y,Y,api.muskapi.cc
mxyhi.com,TP-TokenProxy,one-api-family,new-api/one-api系,ONLINE,com,2023-02-13,,"AS13335 Cloudflare, Inc.",Canada,无,,,mxyhi.com,1,round16,confirmed,A_api_status,Y,Y,Y,airouter.mxyhi.com
mytokenpi.com,mytokenpi,one-api-family,"Nginx, React, NewAPI",ONLINE,com,2026-04-23,,"AS45102 Alibaba (US) Technology Co., Ltd.",United States,无,,,mytokenpi.com,1,,,,,Y,Y,mytokenpi.com
mzlone.top,AIMZ,unlabeled,"Cloudflare, React",ONLINE,top,2025-11-27,,"AS13335 Cloudflare, Inc.",Canada,无,,,mzlone.top,1,,,,,Y,Y,mzlone.top
n1n.ai,,one-api-family,new-api/one-api系,,ai,,,,,,,,n1n.ai,1,round1,confirmed,A_api_status,Y,,,api.n1n.ai;n1n.ai
naitok.ai,Naitok API,one-api-family,new-api/one-api系,,ai,,,,,,,,naitok.ai,1,round14,confirmed,A_api_status,Y,,,naitok.ai
nbapi.cc,NBAPI,unlabeled,"Nginx, React",ONLINE,cc,2026-06-07,,AS979 NetLab Global,United States,无,,,nbapi.cc,1,,,,,Y,Y,nbapi.cc
nbility.dev,Nbility,one-api-family,new-api/one-api系,ONLINE,dev,,,"AS13335 Cloudflare, Inc.",Canada,有,,,nbility.dev,1,round2,confirmed,A_api_status,Y,Y,Y,api.nbility.dev;nbility.dev
nekoapi.com,NekoAPI,one-api-family,new-api/one-api系,,com,,,,,,,,nekoapi.com,1,round1,confirmed,A_api_status,Y,,,api.nekoapi.com;nekoapi.com
nekocode.ai,NekoCode,unlabeled,"Cloudflare, React",ONLINE,ai,2026-01-16,,"AS13335 Cloudflare, Inc.",Canada,无,,,nekocode.ai,1,,,,,Y,Y,nekocode.ai
neokoaigc.com,New API,one-api-family,new-api/one-api系,,com,,,,,,,,neokoaigc.com,1,round1,confirmed,A_api_status,Y,,,newapi.neokoaigc.com
newapi.pro,,one-api-family,new-api,,pro,,,,,,,,newapi.pro,1,round4,confirmed,C_framework+content,Y,,,doc.newapi.pro
newzone.top,,one-api-family,new-api,,top,,,,,,,,newzone.top,1,round9,confirmed,C_framework+content,Y,,,newzone.top
nexaxis.ai,NEXAXIS,one-api-family,new-api/one-api系,ONLINE,ai,2026-05-01,,AS30058 FDCservers.net,United States,无,,,nexaxis.ai,1,round16,confirmed,A_api_status,Y,Y,Y,nexaxis.ai
nextoken.online,NexToken,unlabeled,"Cloudflare, Vue",ONLINE,online,2026-04-24,,"AS13335 Cloudflare, Inc.",Canada,有,,,nextoken.online,1,,,,,Y,Y,nextoken.online
nexusapi.cn,nexus,one-api-family,new-api/one-api系,,cn,,,,,,,,nexusapi.cn,1,round7,confirmed,A_api_status,Y,,,nexusapi.cn
nikoapi.xyz,NikoAPI,one-api-family,new-api/one-api系,,xyz,,,,,,,,nikoapi.xyz,1,round1,confirmed,A_api_status,Y,,,nikoapi.xyz
niubiai.ai,NBAI,one-api-family,new-api/one-api系,,ai,,,,,,,,niubiai.ai,1,round14,confirmed,A_api_status,Y,,,niubiai.ai
nodapi.com,NodAPI,one-api-family,new-api/one-api系,,com,,,,,,,,nodapi.com,1,round1,confirmed,A_api_status,Y,,,nodapi.com
nuwaapi.com,NUWA,one-api-family,new-api/one-api系,,com,,,,,,,,nuwaapi.com,1,round1,confirmed,A_api_status,Y,,,api.nuwaapi.com
oai2api.com,OAI2API,one-api-family,new-api/one-api系,,com,,,,,,,,oai2api.com,1,round9,confirmed,A_api_status,Y,,,oai2api.com
ocoolai.com,ocoolAI,one-api-family,new-api/one-api系,,com,,,,,,,,ocoolai.com,1,round2,confirmed,A_api_status,Y,,,one.ocoolai.com
octoken.com.cn,Octoken,one-api-family,new-api/one-api系,,cn,,,,,,,,octoken.com.cn,1,round2,confirmed,A_api_status,Y,,,octoken.com.cn
officesai.top,Offices AI,one-api-family,new-api/one-api系,ONLINE,top,2026-05-23,,"AS13335 Cloudflare, Inc.",Canada,有,,,officesai.top,1,round16,confirmed,A_api_status,Y,Y,Y,officesai.top
ofox.ai,,one-api-family,one-api,,ai,,,,,,,,ofox.ai,1,round1,confirmed,C_framework+content,Y,,,ofox.ai
ogog.ai,OGOG.AI,one-api-family,new-api/one-api系,ONLINE,ai,2024-10-27,,AS16276 OVH SAS,United States,无,,,ogog.ai,1,round16,confirmed,A_api_status,Y,Y,Y,ogog.ai
oiov.dev,,one-api-family,new-api,,dev,,,,,,,,oiov.dev,1,round10,confirmed,C_framework+content,Y,,,blog.oiov.dev;oiov.dev;www.oiov.dev
ominigate.ai,,one-api-family,one-api,,ai,,,,,,,,ominigate.ai,1,round2,confirmed,C_framework+content,Y,,,ominigate.ai
ominigate.com,,one-api-family,one-api,,com,,,,,,,,ominigate.com,1,round2,confirmed,C_framework+content,Y,,,ominigate.com
onebound.cn,,one-api-family,one-api,,cn,,,,,,,,onebound.cn,1,round7,confirmed,C_framework+content,Y,,,open.onebound.cn
onecheckout.ai,,one-api-family,one-api,,ai,,,,,,,,onecheckout.ai,1,round14,confirmed,C_framework+content,Y,,,onecheckout.ai
onehop.ai,,one-api-family,one-api,,ai,,,,,,,,onehop.ai,1,round16,confirmed,C_framework+content,Y,,,onehop.ai
onetoken.one,OneToken,one-api-family,new-api/one-api系,,one,,,,,,,,onetoken.one,1,round2,confirmed,A_api_status,Y,,,onetoken.one
onrender.com,API分享站,one-api-family,new-api/one-api系,,com,,,,,,,,onrender.com,1,round1,confirmed,A_api_status,Y,,,new-api-bxhm.onrender.com;new-api-latest-1-eu26.onrender.com
ope.ai,Platform Console,one-api-family,new-api/one-api系,ONLINE,ai,2019-05-15,,"AS13335 Cloudflare, Inc.",Canada,有,,,ope.ai,1,round1,confirmed,A_api_status,Y,Y,Y,apicn-platform.ope.ai;platform.ope.ai
openaeon.ai,openaeon-api,one-api-family,new-api/one-api系,ONLINE,ai,2026-03-15,,"AS13335 Cloudflare, Inc.",Canada,无,,,openaeon.ai,1,round16,confirmed,A_api_status,Y,Y,Y,api.openaeon.ai
openai-ch.top,Galaxy API,one-api-family,new-api/one-api系,,top,,,,,,,,openai-ch.top,1,round1,confirmed,A_api_status,Y,,,api.openai-ch.top
openai-hub.com,OpenAI-Hub,one-api-family,new-api/one-api系,,com,,,,,,,,openai-hub.com,1,round2,confirmed,A_api_status,Y,,,api.openai-hub.com
openai-labs.com,Ai实验室,one-api-family,new-api/one-api系,,com,,,,,,,,openai-labs.com,1,round1,confirmed,A_api_status,Y,,,api.openai-labs.com;openai-labs.com;www.openai-labs.com
openai-up.com,Ai-hub,one-api-family,new-api/one-api系,,com,,,,,,,,openai-up.com,1,round2,confirmed,A_api_status,Y,,,api.openai-up.com
openclaudecode.cn,米醋AI,unlabeled,,DNS_FAIL,cn,2025-12-01,,,,,,,openclaudecode.cn,1,,,,,Y,Y,openclaudecode.cn
openclawroot.com,橘子的浮光AI智能,one-api-family,new-api/one-api系,,com,,,,,,,,openclawroot.com,1,round5,confirmed,A_api_status,Y,,,openclawroot.com
openiapi.com,OpenIAPI.com,one-api-family,new-api/one-api系,,com,,,,,,,,openiapi.com,1,round7,confirmed,A_api_status,Y,,,openiapi.com
openminis.app,,one-api-family,one-api,,app,,,,,,,,openminis.app,1,round5,confirmed,C_framework+content,Y,,,openminis.app
openmux.ai,openmux.ai,unlabeled,Nginx,ONLINE,ai,2026-05-15,,"AS45102 Alibaba (US) Technology Co., Ltd.",Singapore,有,,,openmux.ai,1,,,,,Y,Y,openmux.ai
openrouter.ai,,one-api-family,one-api,,ai,,,,,,,,openrouter.ai,1,round1,confirmed,C_framework+content,Y,,,openrouter.ai
openrouter.com,,one-api-family,one-api,,com,,,,,,,,openrouter.com,1,round10,confirmed,C_framework+content,Y,,,openrouter.com
opentk.ai,OpenToken,unlabeled,"Cloudflare, Vue",ONLINE,ai,2026-04-26,,"AS13335 Cloudflare, Inc.",Canada,有,,,opentk.ai,1,,,,,Y,Y,opentk.ai
openxs.top,云智 API,one-api-family,new-api/one-api系,,top,,,,,,,,openxs.top,1,round10,confirmed,A_api_status,Y,,,api.openxs.top
opper.ai,,one-api-family,one-api,,ai,,,,,,,,opper.ai,1,round1,confirmed,C_framework+content,Y,,,opper.ai
orcarouter.ai,OrcaRouter,one-api-family,new-api/one-api系,,ai,,,,,,,,orcarouter.ai,1,round4,confirmed,A_api_status,Y,,,api.orcarouter.ai;docs.orcarouter.ai;orcarouter.ai;www.orcarouter.ai
owlai.tech,Owl AI,unlabeled,"Cloudflare, Vue",ONLINE,tech,2025-10-21,,"AS13335 Cloudflare, Inc.",Canada,有,,2270590574,owlai.tech,1,,,,,Y,Y,api.owlai.tech
oxycode.net,OxyCode氧化代码,unlabeled,,TIMEOUT,net,2026-05-07,,AS154321 CORENET CLOUD SDN. BHD.,Hong Kong,无,,,oxycode.net,1,,,,,Y,Y,oxycode.net
packyapi.com,PackyAPI,one-api-family,new-api/one-api系,ONLINE,com,2025-10-17,,"AS13335 Cloudflare, Inc.",Canada,有,,,packyapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,packyapi.com;www.packyapi.com
perfxlab.cn,PerfXAgent,one-api-family,new-api/one-api系,,cn,,,,,,,,perfxlab.cn,1,round12,confirmed,A_api_status,Y,,,deepseek.perfxlab.cn
pixelmuse.shop,PixelMuse,unlabeled,"Nginx, Vue",ONLINE,shop,,,AS61112 AkileCloud Network,Japan,有,,,pixelmuse.shop,1,,,,,Y,Y,pixelmuse.shop
playclaude.xyz,PlayClaude API,one-api-family,new-api/one-api系,,xyz,,,,,,,,playclaude.xyz,1,round5,confirmed,A_api_status,Y,,,playclaude.xyz
plushub.ai,PLUSHUB,one-api-family,new-api/one-api系,,ai,,,,,,,,plushub.ai,1,round14,confirmed,A_api_status,Y,,,plushub.ai
poixe.com,Poixe AI,unlabeled,Cloudflare,ONLINE,com,2019-03-05,,"AS13335 Cloudflare, Inc.",Canada,有,,,poixe.com,1,,,,,Y,Y,poixe.com
poooai.com,PoooAI,one-api-family,new-api/one-api系,,com,,,,,,,,poooai.com,1,round7,confirmed,A_api_status,Y,,,poooai.com
poyo.ai,,one-api-family,one-api,,ai,,,,,,,,poyo.ai,1,round10,confirmed,C_framework+content,Y,,,poyo.ai
ppchat.vip,PPCHAT,one-api-family,new-api/one-api系,,vip,,,,,,,,ppchat.vip,1,round10,confirmed,A_api_status,Y,,,api.ppchat.vip
pptoken.org,,sub2api,sub2api,,org,,,,,,,,pptoken.org,1,round2,confirmed,C_framework+content,Y,,,pptoken.org
ppword.cn,ppword,unlabeled,Nginx,ONLINE,cn,2023-03-06,,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",China,无,,,ppword.cn,1,,,,,Y,Y,ppword.cn
prismapi.site,Prism API,unlabeled,Cloudflare,ONLINE,site,2026-03-26,,"AS13335 Cloudflare, Inc.",Canada,无,,,prismapi.site,1,,,,,Y,Y,prismapi.site
pro365.top,GPTW API,one-api-family,new-api/one-api系,,top,,,,,,,,pro365.top,1,round9,confirmed,A_api_status,Y,,,api.pro365.top
proxy2it.com,ProxyAI,unlabeled,Vue,ONLINE,com,2026-05-20,,AS979 NetLab Global,United States,有,,965070056,proxy2it.com,1,,,,,Y,Y,proxy2it.com
publora.com,,one-api-family,one-api,,com,,,,,,,,publora.com,1,round8,confirmed,C_framework+content,Y,,,publora.com
puter.com,,one-api-family,one-api,,com,,,,,,,,puter.com,1,round13,confirmed,C_framework+content,Y,,,developer.puter.com
qhaigc.net,,confirmed-unknown,unknown,,net,,,,,,,,qhaigc.net,1,round4,confirmed,A_api_status,Y,,,www.qhaigc.net
qianxing.pro,乾行AI,one-api-family,new-api/one-api系,,pro,,,,,,,,qianxing.pro,1,round13,confirmed,A_api_status,Y,,,fast.qianxing.pro
qingyuntop.top,青云聚合API,one-api-family,new-api/one-api系,,top,,,,,,,,qingyuntop.top,1,round7,confirmed,A_api_status,Y,,,api.qingyuntop.top
qinzhiai.com,ClaudeHub,one-api-family,new-api/one-api系,,com,,,,,,,,qinzhiai.com,1,round2,confirmed,A_api_status,Y,,,qinzhiai.com
qiuqiutoken.com,球球Token - AI中转服务站,one-api-family,new-api/one-api系,ONLINE,com,2026-04-04,,AS40065 CNSERVERS LLC,United States,无,,,qiuqiutoken.com,1,round1,confirmed,A_api_status,Y,Y,Y,api.qiuqiutoken.com;api2.qiuqiutoken.com;qiuqiutoken.com
qixing1217.top,,one-api-family,new-api,,top,,,,,,,,qixing1217.top,1,round5,confirmed,C_framework+content,Y,,,all-api-hub.qixing1217.top
qiyiguo.uk,奇异果 API,one-api-family,new-api/one-api系,ONLINE,uk,2025-06-17,,"AS132203 Tencent Building, Kejizhongyi Avenue",Singapore,无,,,qiyiguo.uk,1,round16,confirmed,A_api_status,Y,Y,Y,api.qiyiguo.uk
qlhazycoder.top,Coder API,one-api-family,new-api/one-api系,,top,,,,,,,,qlhazycoder.top,1,round5,confirmed,A_api_status,Y,,,api.qlhazycoder.top
quickquickai.com,quickquickai,one-api-family,new-api/one-api系,,com,,,,,,,,quickquickai.com,1,round10,confirmed,A_api_status,Y,,,www.quickquickai.com
qwqtao.one,Tao API,one-api-family,new-api/one-api系,ONLINE,one,2026-03-12,,"AS13335 Cloudflare, Inc.",Canada,无,,,qwqtao.one,1,round1,confirmed,A_api_status,Y,Y,Y,newapi.qwqtao.one
qzz.io,Zero API,one-api-family,new-api/one-api系,,io,,,,,,,,qzz.io,1,round5,confirmed,A_api_status,Y,,,0api.qzz.io;api.cnlion.qzz.io;api.zhenhaoji.qzz.io
rapidapi.com,,one-api-family,one-api,,com,,,,,,,,rapidapi.com,1,round2,confirmed,C_framework+content,Y,,,rapidapi.com
rcouyi.com,No.1 API-Pro,one-api-family,new-api/one-api系,,com,,,,,,,,rcouyi.com,1,round2,confirmed,A_api_status,Y,,,api.rcouyi.com
realmrouter.cn,RealmRouter,one-api-family,new-api/one-api系,,cn,,,,,,,,realmrouter.cn,1,round7,confirmed,A_api_status,Y,,,realmrouter.cn
relaydance.com,Relaydance,one-api-family,new-api/one-api系,,com,,,,,,,,relaydance.com,1,round9,confirmed,A_api_status,Y,,,relaydance.com
rewind.ai,,one-api-family,one-api,,ai,,,,,,,,rewind.ai,1,round4,confirmed,C_framework+content,Y,,,rewind.ai;www.rewind.ai
right.codes,RightCode,unlabeled,Cloudflare,ONLINE,codes,,,"AS13335 Cloudflare, Inc.",Canada,无,,,right.codes,1,,,,,Y,Y,right.codes
rinkoai.com,RinkoAI,one-api-family,new-api/one-api系,,com,,,,,,,,rinkoai.com,1,round5,confirmed,A_api_status,Y,,,rinkoai.com
riserouter.ai,Rise Router,one-api-family,new-api/one-api系,,ai,,,,,,,,riserouter.ai,1,round14,confirmed,A_api_status,Y,,,riserouter.ai
riyuexy.cc,,sub2api,sub2api,,cc,,,,,,,,riyuexy.cc,1,round5,confirmed,C_framework+content,Y,,,svip.riyuexy.cc
rkai6.com,RK API,unlabeled,"Cloudflare, React",ONLINE,com,2026-04-02,,"AS13335 Cloudflare, Inc.",Canada,无,,,rkai6.com,1,,,,,Y,Y,api.rkai6.com
rootflowai.com,RootFlow AI,one-api-family,new-api/one-api系,ONLINE,com,2026-03-19,,AS8796 FASTNET DATA INC,United States,无,,,rootflowai.com,1,round16,confirmed,A_api_status,Y,Y,Y,api.rootflowai.com
routeeasy.ai,RouteEasy,one-api-family,new-api/one-api系,,ai,,,,,,,,routeeasy.ai,1,round14,confirmed,A_api_status,Y,,,routeeasy.ai
routeplane.ai,,one-api-family,one-api,,ai,,,,,,,,routeplane.ai,1,round14,confirmed,C_framework+content,Y,,,routeplane.ai
rpg8.cn,RPG8,one-api-family,new-api/one-api系,ONLINE,cn,2019-06-25,,"AS13335 Cloudflare, Inc.",Canada,无,,,rpg8.cn,1,round16,confirmed,A_api_status,Y,Y,Y,api.rpg8.cn
rtoc.cc,旋转智能｜Radius to Core,one-api-family,new-api/one-api系,,cc,,,,,,,,rtoc.cc,1,round2,confirmed,A_api_status,Y,,,api.rtoc.cc
runapi.ai,,one-api-family,one-api,,ai,,,,,,,,runapi.ai,1,round4,confirmed,C_framework+content,Y,,,runapi.ai
runapi.co,Run API,one-api-family,new-api/one-api系,ONLINE,co,2025-12-08,,AS16276 OVH SAS,United States,有,,,runapi.co,1,round16,confirmed,A_api_status,Y,Y,Y,runapi.co
runware.ai,,one-api-family,one-api,,ai,,,,,,,,runware.ai,1,round8,confirmed,C_framework+content,Y,,,runware.ai
sadai.top,SadAI,unlabeled,"Cloudflare, React",ONLINE,top,2026-05-29,,"AS13335 Cloudflare, Inc.",Canada,无,,,sadai.top,1,,,,,Y,Y,sadai.top
safeapi.vip,SafeAPI,sub2api,sub2api,ONLINE,vip,2026-04-19,,AS36352 HostPapa,United States,有,,,safeapi.vip,1,round16,confirmed,C_framework+content,Y,Y,Y,safeapi.vip
sakana.ai,,one-api-family,new-api,,ai,,,,,,,,sakana.ai,1,round4,confirmed,C_framework+content,Y,,,console.sakana.ai;fugu.sakana.ai
satuo66.online,SaTuoAPI,one-api-family,new-api/one-api系,ONLINE,online,2026-03-20,,AS4837 CHINA UNICOM China169 Backbone,China,无,,,satuo66.online,1,round16,confirmed,A_api_status,Y,Y,Y,api.satuo66.online
sbbbbbbbbb.xyz,Neco Api,one-api-family,new-api/one-api系,ONLINE,xyz,2026-04-06,,AS8796 FASTNET DATA INC,United States,无,,,sbbbbbbbbb.xyz,1,round16,confirmed,A_api_status,Y,Y,Y,api.sbbbbbbbbb.xyz
scam.ai,,one-api-family,one-api,,ai,,,,,,,,scam.ai,1,round13,confirmed,C_framework+content,Y,,,scam.ai
schyler.top,SchylerAI小栈,unlabeled,Vue,ONLINE,top,2026-02-12,,AS216245 CYBERJET PTE. LTD.,Singapore,有,,,schyler.top,1,,,,,Y,Y,api.schyler.top
sevnx.one,SevnX,unlabeled,,ONLINE,one,2026-05-26,,"AS13335 Cloudflare, Inc.",Canada,无,,,sevnx.one,1,,,,,Y,Y,sevnx.one
shareapi.ai,Share API,one-api-family,new-api/one-api系,,ai,,,,,,,,shareapi.ai,1,round14,confirmed,A_api_status,Y,,,shareapi.ai
