domain,stack_family,site_role,hosting_type,maturity_tier,health,birth_year,dedicated_cert,operator_id,operator_domains,multi_brand_operator,template_family,payment_methods,has_faka,trust_claims
ominigate.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,ominigate.ai,2,,,stripe|epay,,no_log|stability
ominigate.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,ominigate.ai,2,,,stripe|epay,,no_log|stability
oneai.cc,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,oneai.cc,1,,,,,
oneapi.host,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,oneapi.host,1,,,,,
onebound.cn,one-api-family,relay,cdn_fronted,established,https_alive,2013,Y,onebound.cn,1,,,wechat_pay,,no_log|stability
onechats.ai,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,onechats.ai,3,,,,,
onechats.cn,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,onechats.ai,3,,,,,
onechats.top,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,onechats.ai,3,,,,,
onecheckout.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,onecheckout.ai,1,,,stripe|paypal,,
onehop.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,onehop.ai,1,,,,,stability|refund
onekeymodel.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,onekeymodel.com,1,,,,,stability
onerouter.cn,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,onerouter.cn,1,,,,,no_log|no_dilution|stability
onerouter1688.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,onerouter1688.com,1,,,,,
onetoken.one,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,onetoken.one,1,,,,,
onlyrouter.ai,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,onlyrouter.ai,1,,,usdt_crypto,,no_dilution
onrender.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,onrender.com,1,,,,,
oogaming.cn,one-api-family,relay,direct_origin,growing_2025,unknown,2025,,bdshmmkj3.cn,5,,bdshmmkj3.cn,,,
ope.ai,one-api-family,relay,cdn_fronted,established,ONLINE,2019,Y,ope.ai,1,,,,,
openaeon.ai,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,openaeon.ai,1,,,,,
openai-ch.top,one-api-family,relay,direct_origin,established,https_alive,2024,Y,openai-ch.top,1,,,,,
openai-hub.com,one-api-family,relay,direct_origin,established,https_alive,2023,Y,ai-gaochao.cn,4,Y,ai-gaochao.cn,,,
openai-labs.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,openai-labs.com,1,,,,,
openai-up.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,openai-up.com,1,,,,,
openclaudecode.cn,unlabeled,unidentified,unknown,growing_2025,DNS_FAIL,2025,,openclaudecode.cn,1,,,,,
openclawroot.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,openclawroot.com,1,,,,,
openiapi.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,openiapi.com,1,,,,,stability
openminis.app,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,openminis.app,1,,,,,privacy_first|no_dilution|stability
openmux.ai,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,openmux.ai,1,,,alipay|stripe,,no_dilution|stability
openox.tech,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,openox.tech,1,,,,,no_dilution|stability
openrouter.ai,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,openrouter.ai,2,,,epay,,stability
openrouter.com,one-api-family,relay,cdn_fronted,established,https_alive,2000,Y,openrouter.ai,2,,,,,
openrouter.team,openai-compatible-unknown,unidentified,direct_origin,new_2026,https_alive,2026,Y,openrouter.team,1,,,,,no_dilution|stability
opentk.ai,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,opentk.ai,1,,,epay,,no_log|privacy_first
openxs.top,one-api-family,relay,direct_origin,established,https_alive,2023,Y,openxs.top,1,,,,,
opper.ai,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,opper.ai,1,,,stripe,,no_log|stability
orcarouter.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,ai-gaochao.cn,4,Y,ai-gaochao.cn,stripe|epay,,no_dilution|stability|refund
owlai.tech,unlabeled,unidentified,cdn_fronted,growing_2025,ONLINE,2025,Y,owlai.tech,1,,,,,
oxandhorse.site,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,oxandhorse.site,1,,,,,
oxycode.net,unlabeled,unidentified,direct_origin,new_2026,TIMEOUT,2026,,oxycode.net,1,,,,,
packyapi.com,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,packyapi.com,1,,,,,stability
paintbot.top,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,paintbot.top,2,,,,,
pantao.asia,one-api-family,relay,direct_origin,new_2026,unknown,2026,,pantao.asia,1,,,,,
paopaoapi.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,paopaoapi.com,1,,52ccl.cn,alipay,,no_log|no_dilution|stability|refund
perfxlab.cn,one-api-family,relay,cdn_fronted,established,unknown,2017,,perfxlab.cn,1,,,,,
pixelmuse.shop,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,pixelmuse.shop,1,,,,,
playclaude.xyz,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,playclaude.xyz,1,,,,,
plushub.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,plushub.ai,1,,,,,
poixe.com,unlabeled,unidentified,cdn_fronted,established,ONLINE,2019,Y,poixe.com,1,,,,,
poloai.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,poloai.top,3,,,,,
poloapi.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,poloai.top,3,,,,,
poloapi.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,poloai.top,3,,,,,
poooai.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,poooai.com,1,,,,,
poyo.ai,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,poyo.ai,1,,,,,
ppchat.vip,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,ppchat.vip,1,,,,,
pptoken.org,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,pptoken.org,1,,,alipay|usdt_crypto|epay,,stability
ppword.cn,unlabeled,unidentified,cdn_fronted,established,ONLINE,2023,Y,ppword.cn,1,,,,,
prismapi.site,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,prismapi.site,1,,,,Y,no_dilution|stability
pro365.top,one-api-family,relay,cdn_fronted,established,https_alive,2022,Y,pro365.top,1,,,,,
prorisehub.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,paintbot.top,2,,,,,
proxy2it.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,proxy2it.com,1,,,,,stability|refund
proxystacks.com,openai-compatible-unknown,unidentified,cdn_fronted,established,https_alive,2024,Y,proxystacks.com,1,,,,,
publora.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,publora.com,1,,,stripe,,
puter.com,one-api-family,relay,cdn_fronted,established,https_alive,1996,Y,puter.com,1,,,,,no_log
qhaigc.net,confirmed-unknown,unidentified,direct_origin,established,https_alive,2024,Y,qhaigc.net,1,,,,,
qianxing.pro,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,qianxing.pro,1,,,,,
qilingai.net,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,qilingai.net,1,,,,,
qingshanapi.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,qingshanapi.com,1,,,,,
qingxumall.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,qingxumall.com,1,,,alipay|stripe|epay,,stability
qingyuntop.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,qingyuntop.top,1,,,,,stability
qinzhiai.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,qinzhiai.com,1,,,,,
qiuqiutoken.com,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,qiuqiutoken.com,1,,,,,
qixing1217.top,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,qixing1217.top,1,,,,,stability
qiyiguo.uk,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,qiyiguo.uk,1,,,,,
qlhazycoder.top,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,qlhazycoder.top,1,,,,,
quickquickai.com,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,quickquickai.com,1,,,,,
qwqtao.one,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,qwqtao.one,1,,,,,
qzz.io,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,qzz.io,1,,,,,
racetozero.org.cn,one-api-family,relay,direct_origin,growing_2025,unknown,2025,,bdshmmkj3.cn,5,,bdshmmkj3.cn,,,
rapidapi.com,one-api-family,relay,cdn_fronted,established,https_alive,2014,Y,rapidapi.com,1,,,stripe|paypal,,no_log
rcouyi.com,one-api-family,relay,direct_origin,established,https_alive,2023,Y,rcouyi.com,1,,,,,stability
realmrouter.cn,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,realmrouter.cn,1,,,,,
relaydance.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,relaydance.com,1,,,stripe|usdt_crypto,,
renrenai.chat,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,renrenai.chat,1,,,,,
rewind.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,rewind.ai,1,,,stripe,,stability
right.codes,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,right.codes,1,,,,,
rinkoai.com,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,rinkoai.com,1,,,,,
rinnepro.tech,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,rinnepro.tech,1,,,,,
riserouter.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,riserouter.ai,1,,,,,
riyuexy.cc,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,riyuexy.cc,1,,,,,stability|refund
rkai6.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,rkai6.com,1,,,,,
rootflowai.com,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,rootflowai.com,1,,,,,no_dilution|stability|refund
route-agent.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,route-agent.com,1,,,,,stability
routeall.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,routeall.ai,1,,,usdt_crypto,,
routeeasy.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,routeeasy.ai,1,,,,,
routeplane.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,routeplane.ai,1,,,,,
rpg8.cn,one-api-family,relay,cdn_fronted,established,ONLINE,2019,Y,rpg8.cn,1,,,,,
rtoc.cc,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,rtoc.cc,1,,,,,
ruapi.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,ruapi.ai,1,,,usdt_crypto,,
runapi.ai,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,runapi.ai,1,,,stripe|paypal,,stability
runapi.co,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,runapi.co,1,,,,,stability
runware.ai,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,runware.ai,1,,,,,stability
sadai.top,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,sadai.top,1,,,,,
safeapi.vip,sub2api,conversion_layer,direct_origin,new_2026,ONLINE,2026,Y,safeapi.vip,1,,juesiapi.top,,,no_log|privacy_first|stability
sakana.ai,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,sakana.ai,1,,,epay,,
samyu15.com,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,samyu15.com,1,,,alipay,,no_dilution|stability
satuo66.online,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,chintao.cn,2,Y,chintao.cn,,,
sbbbbbbbbb.xyz,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,sbbbbbbbbb.xyz,1,,,,,
scam.ai,one-api-family,relay,cdn_fronted,established,https_alive,2018,Y,scam.ai,1,,,,,no_log|stability
schyler.top,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,schyler.top,1,,,,,no_log|privacy_first|no_dilution|stability|refund
sevnx.one,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,sevnx.one,1,,,,,
shareapi.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,shareapi.ai,1,,,,,
shen-ai-xie.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,shen-ai-xie.ai,1,,,,,
shheng.xyz,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,shheng.xyz,1,,,,,stability
shisuanai.com,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,shisuanai.com,1,,,,,
shitang359.space,unlabeled,unidentified,direct_origin,growing_2025,HTTP_ERROR,2025,,cdn.ad,2,,aiyahmm.com,,,
shiyutv.cn,unlabeled,unidentified,direct_origin,growing_2025,ONLINE,2025,Y,shiyutv.cn,1,,,,Y,privacy_first|stability|refund
shubiaobiao.cn,one-api-family,relay,direct_origin,established,https_alive,2024,Y,ai-gaochao.cn,4,Y,ai-gaochao.cn,,,
shubiaobiao.com,one-api-family,relay,direct_origin,established,https_alive,2024,Y,shubiaobiao.com,1,,,,,
shxybar.com,one-api-family,relay,cdn_fronted,established,https_alive,2020,Y,flowbar.xyz,3,Y,,,,
silkapi.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,silkapi.com,1,,,,,stability|refund
silkroadai.io,openai-compatible-unknown,unidentified,direct_origin,new_2026,https_alive,2026,Y,llmroute.club,2,Y,,,,refund
sjapi.top,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,sjapi.top,1,,,,,
skillto.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,skillto.ai,1,,,,,
skyapi.org,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,skyapi.org,1,,,,,
smartaipro.cn,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,smartaipro.cn,1,,,,,
soruxgpt.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,soruxgpt.com,1,,,,,
sourcesdata.com,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,sourcesdata.com,1,,,,,privacy_first|no_dilution|stability|refund
sparkcode.top,unlabeled,unidentified,cdn_fronted,growing_2025,ONLINE,2025,Y,sparkcode.top,1,,,,,
spritnest.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,spritnest.com,1,,,,,
squarefaceicon.org,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,squarefaceicon.org,1,,,,,
ssgoo.net,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,ssgoo.net,1,,,,,
ssopen.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,ssopen.top,1,,,,,stability
sssaicode.com,unlabeled,unidentified,cdn_fronted,growing_2025,ONLINE,2025,Y,sssaicode.com,1,,,,,
sta1n.cn,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,sta1n.cn,1,,,,,
starstartai.com,openai-compatible-unknown,unidentified,direct_origin,new_2026,https_alive,2026,Y,starstartai.com,1,,callgpt.co.uk,,,
starveri.net,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,starveri.net,1,,,,,
subgate.io,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,subgate.io,1,,,,,
subisle.cc,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,subisle.cc,1,,,,,
subrouter.ai,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,subrouter.ai,1,,,,,
subtoken.vip,sub2api,conversion_layer,direct_origin,new_2026,https_alive,2026,Y,subtoken.vip,1,,,,,stability|refund
suchuang.vip,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,suchuang.vip,1,,,,,
sudobug.top,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,sudobug.top,1,,,,,
sudocode.chat,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,sudocode.chat,2,,,,,
sudocode.us,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,sudocode.chat,2,,,,,
sui-xiang.com,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,sui-xiang.com,1,,,,,no_log|no_dilution|stability|refund
summerapi.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,summerapi.com,1,,,,,
sunskii.com,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,sunskii.com,1,,,,,stability
sunyears.com,one-api-family,relay,cdn_fronted,established,https_alive,2010,Y,sunyears.com,1,,,,,
superaiapi.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,superaiapi.com,1,,,,,no_dilution|stability
superapi.buzz,one-api-family,relay,cdn_fronted,new_2026,CLOUDFLARE_OR_BLOCKED,2026,Y,superapi.buzz,1,,,,,
supermemory.ai,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,supermemory.ai,1,,,,,stability
supermoxi.top,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,supermoxi.top,1,,,,,
switchbase.vip,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,switchbase.vip,1,,,,,
sychatplus.cc,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,sychatplus.cc,1,,,,,
szjsai.cn,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,kove.cn,3,,,alipay|wechat_pay,,
szjsai.com,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,kove.cn,3,,,alipay|wechat_pay,,
t-hub.cc,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,t-hub.cc,1,,,alipay|usdt_crypto,,
tallius.ai,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,tallius.ai,1,,,,,
taluna.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,taluna.ai,1,,,,,
tcdmx.com,unlabeled,unidentified,direct_origin,new_2026,TIMEOUT,2026,,tcdmx.com,1,,,,,
teai.io,openai-compatible-unknown,unidentified,direct_origin,growing_2025,https_alive,2025,Y,teai.io,1,,cognilead.ai,stripe,,stability
teamolab.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,teamolab.com,2,,teamolab.com,alipay,,no_dilution|stability
teamorouter.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,teamolab.com,2,,teamolab.com,alipay,,no_dilution|stability
telenow.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,telenow.ai,1,,,stripe|paypal,,
tencentcloudmaas.com,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,tencentcloudmaas.com,1,,,,,
tengd.site,one-api-family,relay,cdn_fronted,new_2026,unknown,2026,,tengd.site,1,,,,,
tenwayclaw.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tenwayclaw.com,1,,,,,
terminal.pub,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,terminal.pub,1,,,,,
tetrate.ai,openai-compatible-unknown,unidentified,cdn_fronted,established,https_alive,2024,Y,tetrate.ai,1,,,,,
therouter.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,therouter.ai,1,,,stripe,,
thestocklist.site,one-api-family,relay,direct_origin,growing_2025,ONLINE,2025,Y,thestocklist.site,1,,,,,
thousandengine.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,thousandengine.com,1,,,,,stability
threadzy.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,threadzy.ai,1,,africarouter.ai,,,
tian-shu.org,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tian-shu.org,1,,,,,
tiantianai.pro,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tiantianai.pro,1,,,,,
tieapi.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,tieapi.com,1,,,,,
timebackward.com,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,timebackward.com,1,,,,,stability
timesniper.club,unlabeled,unidentified,unknown,established,DNS_FAIL,2024,,timesniper.club,1,,,,,
timicc.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,timicc.com,1,,,,,
timyai.com,unlabeled,unidentified,unknown,new_2026,DNS_FAIL,2026,,timyai.com,1,,,,,
tmlab.store,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,tmlab.store,1,,,,,
to2dog.top,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,to2dog.top,1,,,,,
toapis.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,toapis.com,2,,,,,no_log|privacy_first|stability
toapis.xyz,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,toapis.com,2,,,,,no_log|privacy_first|stability
tocodex.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,tocodex.com,1,,,,,
tokaify.com,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,tokaify.com,1,,lkyujun.cn,,,
token.mg,one-api-family,relay,cdn_fronted,new_2026,unknown,2026,,token.mg,1,,,,,
tokencall.cn,openai-compatible-unknown,unidentified,direct_origin,new_2026,https_alive,2026,Y,tokencall.cn,1,,,,,
tokencheap.ai,openai-compatible-unknown,unidentified,direct_origin,new_2026,https_alive,2026,Y,tokencheap.ai,1,,,wechat_pay,,
tokencraft.cc,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,tokencraft.cc,1,,,,,stability
tokendepot.vip,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,tokendepot.vip,1,,,,,
tokendodo.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokendodo.ai,1,,,,,
tokeness.cn,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,tokeness.cn,1,,,,,
tokeneum.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokeneum.ai,1,,,,,
tokenflux.dev,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,tokenflux.dev,1,,,,,
tokenget.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokenget.ai,1,,,,,
tokengo.love,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,tokengo.love,2,,,alipay|wechat_pay|stripe|epay,Y,no_dilution|stability|refund
tokenhai.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokenhai.com,1,,,alipay|usdt_crypto,,no_log|privacy_first|no_dilution|stability|refund
tokenhot.cn,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokenhot.cn,1,,,wechat_pay,,no_dilution|stability
tokenhub.com,one-api-family,relay,cdn_fronted,established,https_alive,2014,Y,tokenhub.com,1,,,,,
tokenktv.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,tokenktv.com,1,,,,,stability
tokenlb.net,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokenlb.net,1,,,,,
tokenmix.ai,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,tokenmix.ai,1,,,alipay|stripe,,
tokennexus.vip,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,tokennexus.vip,1,,,wechat_pay,Y,
tokenonly.ai,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,tokenonly.ai,1,,,,,
tokenopen.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokenopen.ai,1,,,,,
tokenrouter.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,tokenrouter.com,1,,,,,
tokenshen.top,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokenshen.top,1,,,,,
tokensolo.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokensolo.com,1,,,,,no_log
tokenvalley.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokenvalley.ai,1,,,,,
tokenzz.cc,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tokenzz.cc,1,,,,,
toknex.ai,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,toknex.ai,1,,,,,no_log|privacy_first|stability|refund
tongapi.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,tongapi.com,1,,,,,
toolcode.top,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,toolcode.top,1,,,,,refund
torchai.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,torchai.ai,1,,,,,
tracup.com,one-api-family,relay,cdn_fronted,established,https_alive,2017,Y,tracup.com,1,,,,,stability
traxnode.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,traxnode.com,1,,,,,
treerouter.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,treerouter.com,1,,,,,
trendsetting-ai.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,trendsetting-ai.com,1,,,,,
trumpapi.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,trumpapi.ai,1,,,,,
trustapi.app,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,trustapi.app,1,,,alipay|wechat_pay|stripe,,
trustedrouter.com,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,trustedrouter.com,1,,,,,
tryaiapi.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,tryaiapi.com,1,,,,,no_log|no_dilution|refund
tryallai.com,unlabeled,unidentified,cdn_fronted,growing_2025,CLOUDFLARE_OR_BLOCKED,2025,Y,tryallai.com,1,,,,,
tsbys.com,one-api-family,relay,cdn_fronted,established,https_alive,2022,Y,tsbys.com,1,,,,,
ttop5.cc,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,ttop5.cc,1,,,,,
tu-zi.com,one-api-family,relay,direct_origin,established,ONLINE,2024,Y,tu-zi.com,1,,,,,
turiloop.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,turiloop.com,1,,,alipay|paypal,,no_log|privacy_first|no_dilution|stability|refund
twentytwohundred.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,twentytwohundred.ai,1,,,,,
twgom.com,one-api-family,relay,direct_origin,established,https_alive,2017,Y,twgom.com,1,,,,,
ugf.cc,sub2api,conversion_layer,cdn_fronted,growing_2025,https_alive,2025,Y,ugf.cc,1,,,,Y,
uglycat.cc,one-api-family,relay,cdn_fronted,growing_2025,SERVICE_STOPPED,2025,Y,uglycat.cc,1,,,,,
uibeai.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,uibeai.com,1,,,,,
